POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,27,Mike Atkins,,Los Angeles,MLB,MLB,10/20/2014,28,USA,6' 6',200 lbs,Left,Left,5.0 Stars,5.0 Stars,81,74,87,88,53,77,58,54,65,55,46,50,82,91,94,100,56,88,48,4,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,4,4,4,8,7,34,3,69,60,59,73,55,70,85,626,555,.346,.411,.659,152.3,.446,1.070,.340,5.74,141,9.4,69.4,0.2,4.5,4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,32,Alex Briceno,,Indianapolis,MLB,MLB,09/26/2017,25,DOM,6' 6',205 lbs,Right,Right,5.0 Stars,5.0 Stars,75,76,95,88,90,66,88,95,100,100,100,90,72,69,90,79,86,60,28,5,Line Drive,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,OTT,Normal,1,6,4,1,3,45,40,71,47,34,20,50,54,60,71,87,625,527,.311,.413,.562,128.9,.406,.974,.329,6.43,121,8.3,55.9,3.3,-2.1,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,Antonio Charo,,San Diego,MLB,MLB,12/21/2013,29,VEN,6' 3',200 lbs,Left,Right,5.0 Stars,5.0 Stars,81,66,87,59,62,86,56,57,69,46,48,57,71,89,93,66,71,96,51,6,Line Drive,Pull,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,6,6,11,12,28,17,25,11,75,54,61,83,74,80,100,601,528,.330,.403,.506,116.1,.384,.908,.364,4.66,106,6.8,39.0,4.3,3.3,7.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,48,Koen Gaskell,,New York,MLB,MLB,05/15/2014,29,ARU,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,91,86,93,81,91,86,100,100,100,100,100,100,80,82,90,69,86,73,73,13,Line Drive,Normal,Pull,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,OTT,Normal,1,1,1,1,2,70,52,53,51,45,26,27,81,67,71,90,614,505,.293,.414,.533,121.9,.399,.946,.309,3.50,115,8.2,43.6,5.2,-0.2,5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Jimmy Johnston,,Seattle,MLB,MLB,06/30/2015,28,USA,6' 2',200 lbs,Right,Right,5.0 Stars,5.0 Stars,71,73,50,85,91,62,91,100,57,100,100,97,68,62,48,71,84,55,31,6,Normal,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,9,3,1,2,56,30,62,26,69,25,69,30,14,27,5,640,552,.335,.420,.553,130.1,.411,.973,.383,4.49,126,7.3,57.0,-3.3,-2.9,-6.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,46,Do-hyun Kim,,Cincinnati,MLB,MLB,08/11/2018,25,KOR,6' 1',190 lbs,Right,Right,5.0 Stars,5.0 Stars,93,87,98,67,76,87,100,100,100,93,89,100,82,86,94,60,72,77,27,6,Line Drive,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,2,1,3,4,62,71,61,65,56,39,50,57,56,71,73,633,546,.289,.376,.568,117.3,.393,.944,.283,4.27,116,6.1,34.7,0.3,-1.1,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,27,USA,5' 11',195 lbs,Right,Right,5.0 Stars,5.0 Stars,62,59,53,99,88,63,67,83,59,100,100,89,56,57,51,94,84,57,27,2,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,53,55,55,57,39,27,39,60,45,50,63,618,523,.277,.374,.535,109.0,.378,.909,.281,5.41,105,5.2,35.0,-2.8,3.9,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,31,DOM,6' 0',200 lbs,Switch,Left,5.0 Stars,5.0 Stars,61,65,78,97,84,55,52,46,58,57,51,42,72,70,86,100,98,62,28,12,Line Drive,Normal,Spray,1,6,1,9,6,1,7,1,9,6,1,6,1,9,5,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,14,8,14,5,62,46,45,71,60,77,96,648,550,.311,.407,.618,151.1,.428,1.026,.313,5.95,137,7.5,53.9,6.2,2.7,8.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,43,Carlos Salinas,,Atlanta,MLB,MLB,10/05/2015,27,VEN,6' 2',200 lbs,Switch,Right,5.0 Stars,5.0 Stars,90,83,66,69,72,86,71,71,58,55,61,63,87,95,69,76,75,92,51,6,Line Drive,Pull,Spray,1,10,1,10,11,1,10,1,10,11,1,10,1,10,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,1,3,2,4,77,43,73,39,27,28,43,75,49,69,72,646,569,.353,.423,.622,155.0,.437,1.045,.374,5.54,141,10.4,67.8,1.3,-0.1,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,30,DOM,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,77,69,74,75,91,76,89,100,95,100,100,100,63,64,68,61,83,61,28,6,Line Drive,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,37,72,55,46,42,41,41,64,18,40,22,656,546,.286,.402,.529,120.6,.394,.932,.295,2.66,121,6.0,47.8,-3.5,0.4,-3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
